resource_id,lesson_route,source_file,source_page,section,title,classification,has_input,input_types,source_text_status,paraphrase_status,confidence,review_needed,notes
cbt-skills-p003,/learn/cbt-anxiety/introduction-to-cbt.html,7 CBT SKills.pdf,3,CBT Skills,"Fear, Anxiety, Stress, and Panic",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p015,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,15,Emotion Regulation,Ways to Describe Emotions: Disgust,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p016,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,16,Emotion Regulation,Ways to Describe Emotions: Envy,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p017,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,17,Emotion Regulation,Ways to Describe Emotions: Fear,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p018,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,18,Emotion Regulation,Ways to Describe Emotions: Happiness,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p019,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,19,Emotion Regulation,Ways to Describe Emotions: Jealousy,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p020,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,20,Emotion Regulation,Ways to Describe Emotions: Love,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p021,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,21,Emotion Regulation,Ways to Describe Emotions: Sadness,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p022,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,22,Emotion Regulation,Ways to Describe Emotions: Shame,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p023,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,23,Emotion Regulation,Ways to Describe Emotions: Guilt,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p024,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,24,Emotion Regulation,Understanding and Naming Your Emotions,interactive,true,planning|reflection|text|textarea,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p025,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,25,Emotion Regulation,Observing and Describing Emotions,interactive,true,reflection|rating-scale|textarea|date,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p026,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,26,Emotion Regulation,The Tangled Ball of Emotions,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p027,/learn/emotion-regulation/observing-describing-emotions.html,6 Emotional Regulation.pdf,27,Emotion Regulation,Where Do I Feel Emotions?,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p029,/learn/emotion-regulation/check-the-facts.html,6 Emotional Regulation.pdf,29,Emotion Regulation,Fact or Opinion?,interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p030,/learn/emotion-regulation/check-the-facts.html,6 Emotional Regulation.pdf,30,Emotion Regulation,"Fact, Opinion, Belief, and Prejudice",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p031,/learn/emotion-regulation/check-the-facts.html,6 Emotional Regulation.pdf,31,Emotion Regulation,Changing Emotional Responses,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p032,/learn/emotion-regulation/check-the-facts.html,6 Emotional Regulation.pdf,32,Emotion Regulation,Check the Facts,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p033,/learn/emotion-regulation/check-the-facts.html,6 Emotional Regulation.pdf,33,Emotion Regulation,Examples of Emotions That Fit the Facts,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p034,/learn/emotion-regulation/check-the-facts.html,6 Emotional Regulation.pdf,34,Emotion Regulation,Check the Facts Practice,interactive,true,reflection|planning|multi-select,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p036,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,36,Emotion Regulation,Choosing Problem Solving or Opposite Action,interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p037,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,37,Emotion Regulation,Opposite Action and Problem Solving,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p038,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,38,Emotion Regulation,Opposite Action,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p039,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,39,Emotion Regulation,Problem Solving,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p040,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,40,Emotion Regulation,"Reviewing Opposite Action and Problem Solving, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p041,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,41,Emotion Regulation,"Reviewing Opposite Action and Problem Solving, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p042,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,42,Emotion Regulation,"Reviewing Opposite Action and Problem Solving, Part 3",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p043,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,43,Emotion Regulation,Opposite Action Elevator Example,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p044,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,44,Emotion Regulation,Opposite Action for Fear,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p045,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,45,Emotion Regulation,Opposite Action for Anger,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p046,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,46,Emotion Regulation,Opposite Action for Disgust,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p047,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,47,Emotion Regulation,Opposite Action for Envy,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p048,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,48,Emotion Regulation,Opposite Action for Jealousy,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p049,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,49,Emotion Regulation,Opposite Action for Love,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p050,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,50,Emotion Regulation,Opposite Action for Sadness,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p051,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,51,Emotion Regulation,Opposite Action for Shame,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p052,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,52,Emotion Regulation,Opposite Action for Guilt,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p053,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,53,Emotion Regulation,Opposite Action to Change Emotions,interactive,true,rating-scale|multi-select|reflection|date,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p054,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,54,Emotion Regulation,"Problem Solving Worksheet, Part 1",mixed,true,reflection|multi-select|repeating-rows|date|rating-scale,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p055,/learn/emotion-regulation/opposite-action.html,6 Emotional Regulation.pdf,55,Emotion Regulation,"Problem Solving Worksheet, Part 2",mixed,true,planning|multi-select|reflection,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p057,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,57,Emotion Regulation,ABC PLEASE Overview,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p058,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,58,Emotion Regulation,Accumulating Positive Emotions: Short Term,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p059,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,59,Emotion Regulation,"Pleasant Events List, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p060,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,60,Emotion Regulation,"Pleasant Events List, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p061,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,61,Emotion Regulation,"Pleasant Events List, Part 3",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p062,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,62,Emotion Regulation,Accumulating Positive Emotions: Long Term,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p063,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,63,Emotion Regulation,"Values and Priorities List, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p064,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,64,Emotion Regulation,"Values and Priorities List, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p065,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,65,Emotion Regulation,"Values and Priorities List, Part 3",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p066,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,66,Emotion Regulation,Building Positive Experiences Now,interactive,true,table,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p067,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,67,Emotion Regulation,Daily Pleasant Moments Record,interactive,true,table,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p068,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,68,Emotion Regulation,"Accumulating Positive Emotions: Long Term Worksheet, Part 1",interactive,true,repeating-rows|text|reflection|planning,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p069,/learn/emotion-regulation/abc-please.html,6 Emotional Regulation.pdf,69,Emotion Regulation,"Accumulating Positive Emotions: Long Term Worksheet, Part 2",interactive,true,planning,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p071,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,71,Emotion Regulation,Building Mastery,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p072,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,72,Emotion Regulation,Changing Emotional Responses with Cope Ahead,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p073,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,73,Emotion Regulation,How to Cope Ahead,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p074,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,74,Emotion Regulation,Mind Mapping and Mastery,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p075,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,75,Emotion Regulation,Mastery Mind Map,informational,false,,source-extraction-insufficient,review-needed,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p076,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,76,Emotion Regulation,Cope Ahead Worksheet,interactive,true,multi-select|text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p077,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,77,Emotion Regulation,"Cope Ahead for the Holidays, Part 1",interactive,true,text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p078,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,6 Emotional Regulation.pdf,78,Emotion Regulation,"Cope Ahead for the Holidays, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p002,/learn/goal-setting/goal-setting-guidelines.html,0 general handouts and skills to turn to app.pdf,2,General Skills,Skills & Strengths List,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p003,/tool-finder/index.html,0 general handouts and skills to turn to app.pdf,3,General Skills,Skills Overview,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p004,/tool-finder/index.html,0 general handouts and skills to turn to app.pdf,4,General Skills,Emotional Overload & Emotional Numbness Skills Guide,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p005,/tool-finder/index.html,0 general handouts and skills to turn to app.pdf,5,General Skills,Skills Use Guideline,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p006,/tool-finder/index.html,0 general handouts and skills to turn to app.pdf,6,General Skills,Dialectics: Acceptance and Change,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
goal-setting-p002,/learn/goal-setting/goal-setting-guidelines.html,1 goal setting and tracking.pdf,2,Goal Setting & Tracking,Case Map,mixed,true,repeating-rows|text|reflection|time,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p003,/learn/goal-setting/goal-setting-guidelines.html,1 goal setting and tracking.pdf,3,Goal Setting & Tracking,Goal Setting Guidelines,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p004,/learn/goal-setting/goal-setting-guidelines.html,1 goal setting and tracking.pdf,4,Goal Setting & Tracking,SMART Goal Setting,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p005,/learn/goal-setting/weekly-goals-home-practice.html,1 goal setting and tracking.pdf,5,Goal Setting & Tracking,Daily Goal Worksheet: Monday to Wednesday,interactive,true,reflection|table,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p006,/learn/goal-setting/weekly-goals-home-practice.html,1 goal setting and tracking.pdf,6,Goal Setting & Tracking,Daily Goal Worksheet: Thursday to Sunday,interactive,true,reflection|table,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p007,/learn/goal-setting/daily-tracking.html,1 goal setting and tracking.pdf,7,Goal Setting & Tracking,Weekly Home Practice Tracker,mixed,true,table|reflection|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p008,/learn/goal-setting/daily-tracking.html,1 goal setting and tracking.pdf,8,Goal Setting & Tracking,Weekly Food Diary,mixed,true,table|reflection|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p010,/learn/goal-setting/daily-tracking.html,1 goal setting and tracking.pdf,10,Goal Setting & Tracking,Monthly Habit Tracker,mixed,true,table|reflection|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p033,/learn/goal-setting/daily-tracking.html,1 goal setting and tracking.pdf,33,Goal Setting & Tracking,Daily Mood Tracker,mixed,true,table|reflection|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p034,/learn/goal-setting/daily-tracking.html,1 goal setting and tracking.pdf,34,Goal Setting & Tracking,Skills and Wellness Diary Card,mixed,true,table|reflection|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p003,/learn/interpersonal-effectiveness/boundaries.html,4 Distress Tolerance.pdf,3,Interpersonal Effectiveness,Understanding Boundaries,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p004,/learn/interpersonal-effectiveness/boundaries.html,4 Distress Tolerance.pdf,4,Interpersonal Effectiveness,Identifying Your Boundaries,interactive,true,reflection|text|textarea,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p005,/learn/interpersonal-effectiveness/boundaries.html,4 Distress Tolerance.pdf,5,Interpersonal Effectiveness,Characteristics of Healthy Relationships,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p006,/learn/interpersonal-effectiveness/boundaries.html,4 Distress Tolerance.pdf,6,Interpersonal Effectiveness,Identifying My Personal Boundaries,interactive,true,table|reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p007,/learn/interpersonal-effectiveness/boundaries.html,4 Distress Tolerance.pdf,7,Interpersonal Effectiveness,Understanding My Boundaries,interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p009,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,9,Interpersonal Effectiveness,Factors in the Way of Interpersonal Effectiveness,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p010,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,10,Interpersonal Effectiveness,Myths in the Way of Interpersonal Effectiveness,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p011,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,11,Interpersonal Effectiveness,Challenging Myths: Objectives Effectiveness,mixed,true,date,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p012,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,12,Interpersonal Effectiveness,Challenging Myths: Relationship and Self-Respect,mixed,true,table,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p013,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,13,Interpersonal Effectiveness,Obtaining Objectives Skillfully,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p014,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,14,Interpersonal Effectiveness,Clarifying Goals in Interpersonal Situations,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p015,/learn/interpersonal-effectiveness/clarifying-priorities.html,4 Distress Tolerance.pdf,15,Interpersonal Effectiveness,Clarifying Priorities in Interpersonal Situations,interactive,true,planning|reflection,lesson-native-context,draft,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p017,/learn/interpersonal-effectiveness/dear-man.html,4 Distress Tolerance.pdf,17,Interpersonal Effectiveness,"Guidelines for Objectives Effectiveness: DEAR MAN, Part 1",informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
