source_id,lesson_qmd,resource_title,best_text_source,extraction_method,integrated_into_existing_section,ocr_used,structure_confidence,review_needed,notes
cbt-skills-p003,site/learn/cbt-anxiety/introduction-to-cbt.qmd,"Fear, Anxiety, Stress, and Panic",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p037,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action and Problem Solving,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p038,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p039,site/learn/emotion-regulation/opposite-action.qmd,Problem Solving,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p040,site/learn/emotion-regulation/opposite-action.qmd,"Reviewing Opposite Action and Problem Solving, Part 1",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p041,site/learn/emotion-regulation/opposite-action.qmd,"Reviewing Opposite Action and Problem Solving, Part 2",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p042,site/learn/emotion-regulation/opposite-action.qmd,"Reviewing Opposite Action and Problem Solving, Part 3",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p043,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action Elevator Example,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p044,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Fear,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p045,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Anger,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p046,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Disgust,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p047,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Envy,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p048,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Jealousy,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p049,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Love,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p050,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Sadness,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p051,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Shame,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p052,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action for Guilt,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p053,site/learn/emotion-regulation/opposite-action.qmd,Opposite Action to Change Emotions,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p054,site/learn/emotion-regulation/opposite-action.qmd,"Problem Solving Worksheet, Part 1",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p055,site/learn/emotion-regulation/opposite-action.qmd,"Problem Solving Worksheet, Part 2",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p057,site/learn/emotion-regulation/abc-please.qmd,ABC PLEASE Overview,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p058,site/learn/emotion-regulation/abc-please.qmd,Accumulating Positive Emotions: Short Term,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p059,site/learn/emotion-regulation/abc-please.qmd,"Pleasant Events List, Part 1",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p060,site/learn/emotion-regulation/abc-please.qmd,"Pleasant Events List, Part 2",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p061,site/learn/emotion-regulation/abc-please.qmd,"Pleasant Events List, Part 3",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p062,site/learn/emotion-regulation/abc-please.qmd,Accumulating Positive Emotions: Long Term,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p063,site/learn/emotion-regulation/abc-please.qmd,"Values and Priorities List, Part 1",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p064,site/learn/emotion-regulation/abc-please.qmd,"Values and Priorities List, Part 2",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p065,site/learn/emotion-regulation/abc-please.qmd,"Values and Priorities List, Part 3",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p066,site/learn/emotion-regulation/abc-please.qmd,Building Positive Experiences Now,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p067,site/learn/emotion-regulation/abc-please.qmd,Daily Pleasant Moments Record,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p068,site/learn/emotion-regulation/abc-please.qmd,"Accumulating Positive Emotions: Long Term Worksheet, Part 1",php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p069,site/learn/emotion-regulation/abc-please.qmd,"Accumulating Positive Emotions: Long Term Worksheet, Part 2",php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p071,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,Building Mastery,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p072,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,Changing Emotional Responses with Cope Ahead,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p073,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,How to Cope Ahead,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p074,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,Mind Mapping and Mastery,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p075,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,Mastery Mind Map,section-scan,windows_ocr,false,true,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p076,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,Cope Ahead Worksheet,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p077,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,"Cope Ahead for the Holidays, Part 1",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p078,site/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.qmd,"Cope Ahead for the Holidays, Part 2",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p002,site/learn/goal-setting/goal-setting-guidelines.qmd,Skills & Strengths List,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p003,site/tool-finder/index.qmd,Skills Overview,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p004,site/tool-finder/index.qmd,Emotional Overload & Emotional Numbness Skills Guide,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p005,site/tool-finder/index.qmd,Skills Use Guideline,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p006,site/tool-finder/index.qmd,Dialectics: Acceptance and Change,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
goal-setting-p002,site/learn/goal-setting/goal-setting-guidelines.qmd,Case Map,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p003,site/learn/goal-setting/goal-setting-guidelines.qmd,Goal Setting Guidelines,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p004,site/learn/goal-setting/goal-setting-guidelines.qmd,SMART Goal Setting,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p005,site/learn/goal-setting/weekly-goals-home-practice.qmd,Daily Goal Worksheet: Monday to Wednesday,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p006,site/learn/goal-setting/weekly-goals-home-practice.qmd,Daily Goal Worksheet: Thursday to Sunday,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p007,site/learn/goal-setting/daily-tracking.qmd,Weekly Home Practice Tracker,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p008,site/learn/goal-setting/daily-tracking.qmd,Weekly Food Diary,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p010,site/learn/goal-setting/daily-tracking.qmd,Monthly Habit Tracker,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p033,site/learn/goal-setting/daily-tracking.qmd,Daily Mood Tracker,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p034,site/learn/goal-setting/daily-tracking.qmd,Skills and Wellness Diary Card,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p003,site/learn/interpersonal-effectiveness/boundaries.qmd,Understanding Boundaries,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p004,site/learn/interpersonal-effectiveness/boundaries.qmd,Identifying Your Boundaries,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p005,site/learn/interpersonal-effectiveness/boundaries.qmd,Characteristics of Healthy Relationships,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p006,site/learn/interpersonal-effectiveness/boundaries.qmd,Identifying My Personal Boundaries,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p007,site/learn/interpersonal-effectiveness/boundaries.qmd,Understanding My Boundaries,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p009,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Factors in the Way of Interpersonal Effectiveness,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p010,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Myths in the Way of Interpersonal Effectiveness,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p011,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Challenging Myths: Objectives Effectiveness,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p012,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Challenging Myths: Relationship and Self-Respect,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p013,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Obtaining Objectives Skillfully,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p014,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Clarifying Goals in Interpersonal Situations,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p015,site/learn/interpersonal-effectiveness/clarifying-priorities.qmd,Clarifying Priorities in Interpersonal Situations,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p017,site/learn/interpersonal-effectiveness/dear-man.qmd,"Guidelines for Objectives Effectiveness: DEAR MAN, Part 1",searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p018,site/learn/interpersonal-effectiveness/dear-man.qmd,"Guidelines for Objectives Effectiveness: DEAR MAN, Part 2",searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p019,site/learn/interpersonal-effectiveness/dear-man.qmd,Applying DEAR MAN Skills to a Difficult Interaction,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p020,site/learn/interpersonal-effectiveness/dear-man.qmd,DEAR MAN Script,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p022,site/learn/interpersonal-effectiveness/give.qmd,Finding and Maintaining Relationships,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p023,site/learn/interpersonal-effectiveness/give.qmd,Guidelines for Relationship Effectiveness: GIVE,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p024,site/learn/interpersonal-effectiveness/give.qmd,Levels of Validation,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p025,site/learn/interpersonal-effectiveness/give.qmd,A Few Words About Validation,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p026,site/learn/interpersonal-effectiveness/give.qmd,Validation Expressions,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p027,site/learn/interpersonal-effectiveness/give.qmd,The Four Horsemen and Their Antidotes,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p028,site/learn/interpersonal-effectiveness/give.qmd,DEAR + GIVE Script,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p031,site/learn/interpersonal-effectiveness/fast.qmd,Self-Respect Effectiveness Reflection,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p032,site/learn/interpersonal-effectiveness/fast.qmd,A Bill of Assertive Rights,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p033,site/learn/interpersonal-effectiveness/fast.qmd,Guidelines for Self-Respect Effectiveness: FAST,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p034,site/learn/interpersonal-effectiveness/fast.qmd,Apologizing Effectively,php-high-res,windows_ocr,false,true,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p035,site/learn/interpersonal-effectiveness/fast.qmd,DEAR + FAST Script,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p037,site/learn/interpersonal-effectiveness/saying-no.qmd,"How Intensely to Ask or Say No, Part 1",searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p038,site/learn/interpersonal-effectiveness/saying-no.qmd,"How Intensely to Ask or Say No, Part 2",searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p039,site/learn/interpersonal-effectiveness/saying-no.qmd,"How Intensely to Ask or Say No, Part 3",searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p040,site/learn/interpersonal-effectiveness/saying-no.qmd,"Troubleshooting Interpersonal Effectiveness, Part 1",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p041,site/learn/interpersonal-effectiveness/saying-no.qmd,"Troubleshooting Interpersonal Effectiveness, Part 2",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p042,site/learn/interpersonal-effectiveness/saying-no.qmd,"Troubleshooting Interpersonal Effectiveness Skills, Part 1",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p043,site/learn/interpersonal-effectiveness/saying-no.qmd,"Troubleshooting Interpersonal Effectiveness Skills, Part 2",searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p044,site/learn/interpersonal-effectiveness/saying-no.qmd,Dialectics: Acceptance and Change,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p045,site/learn/interpersonal-effectiveness/saying-no.qmd,Walking the Middle Path,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p046,site/learn/interpersonal-effectiveness/saying-no.qmd,Identifying Mindfulness of Others,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p047,site/learn/interpersonal-effectiveness/saying-no.qmd,Opposite Sides That Can Both Be True,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p048,site/learn/interpersonal-effectiveness/saying-no.qmd,Important Opposites to Balance,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p049,site/learn/interpersonal-effectiveness/saying-no.qmd,Identifying Dialectics,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
wellness-p002,site/learn/wellness/sleep.qmd,Taking Care of Your Mind by Taking Care of Your Body,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p004,site/learn/wellness/sleep.qmd,Exploring Sleep,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p005,site/learn/wellness/sleep.qmd,Understanding Sleep,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p006,site/learn/wellness/sleep.qmd,The Five Stages of Sleep,section-scan,windows_ocr,false,true,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p007,site/learn/wellness/sleep.qmd,Additional Sleep Hygiene Tips,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p008,site/learn/wellness/sleep.qmd,Sleep Hygiene Practice Sheet,searchable-dbt-book,direct_pdf_text,false,false,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
wellness-p010,site/learn/wellness/behavioral-activation.qmd,The First Vicious Cycle,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p011,site/learn/wellness/behavioral-activation.qmd,The Second Vicious Cycle,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p012,site/learn/wellness/behavioral-activation.qmd,Your Cycles,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p013,site/learn/wellness/behavioral-activation.qmd,The Upward Spiral of Behavioural Activation,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p014,site/learn/wellness/behavioral-activation.qmd,What Is Behaviour Activation?,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p015,site/learn/wellness/behavioral-activation.qmd,Behaviour Activation: Battery vs. Generator,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p016,site/learn/wellness/behavioral-activation.qmd,"Behavioural Activation Tips, Part 1",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p017,site/learn/wellness/behavioral-activation.qmd,"Behavioural Activation Tips, Part 2",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
