resource_id,section,title,classification,source_page,status,interactive,field_count,prompt_count,similarity_flag,completeness_flag,source_uncertain,specialized_tool,notes
emotion-regulation-p053,Emotion Regulation,Opposite Action to Change Emotions,interactive,53,review-needed,true,6,6,false,false,true,change-emotion,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p054,Emotion Regulation,"Problem Solving Worksheet, Part 1",mixed,54,review-needed,true,7,7,true,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p055,Emotion Regulation,"Problem Solving Worksheet, Part 2",mixed,55,review-needed,true,4,4,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p057,Emotion Regulation,ABC PLEASE Overview,informational,57,review-needed,false,0,5,false,true,false,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
emotion-regulation-p058,Emotion Regulation,Accumulating Positive Emotions: Short Term,informational,58,review-needed,false,0,4,false,true,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p059,Emotion Regulation,"Pleasant Events List, Part 1",informational,59,review-needed,false,0,0,false,true,true,pleasant-event,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p060,Emotion Regulation,"Pleasant Events List, Part 2",informational,60,review-needed,false,0,0,false,true,true,pleasant-event,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p061,Emotion Regulation,"Pleasant Events List, Part 3",informational,61,review-needed,false,0,0,false,true,true,pleasant-event,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p062,Emotion Regulation,Accumulating Positive Emotions: Long Term,informational,62,review-needed,false,0,4,true,true,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p063,Emotion Regulation,"Values and Priorities List, Part 1",informational,63,review-needed,false,0,0,false,false,true,values,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p064,Emotion Regulation,"Values and Priorities List, Part 2",informational,64,review-needed,false,0,0,false,false,true,values,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p065,Emotion Regulation,"Values and Priorities List, Part 3",informational,65,review-needed,false,0,0,false,false,true,values,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
emotion-regulation-p066,Emotion Regulation,Building Positive Experiences Now,interactive,66,review-needed,true,1,0,false,false,true,pleasant-event,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p067,Emotion Regulation,Daily Pleasant Moments Record,interactive,67,review-needed,true,1,0,true,false,true,pleasant-event,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p068,Emotion Regulation,"Accumulating Positive Emotions: Long Term Worksheet, Part 1",interactive,68,review-needed,true,5,5,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p069,Emotion Regulation,"Accumulating Positive Emotions: Long Term Worksheet, Part 2",interactive,69,review-needed,true,3,3,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p071,Emotion Regulation,Building Mastery,informational,71,review-needed,false,0,4,false,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p072,Emotion Regulation,Changing Emotional Responses with Cope Ahead,informational,72,review-needed,false,0,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p073,Emotion Regulation,How to Cope Ahead,informational,73,review-needed,false,0,4,true,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p074,Emotion Regulation,Mind Mapping and Mastery,informational,74,review-needed,false,0,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p075,Emotion Regulation,Mastery Mind Map,informational,75,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p076,Emotion Regulation,Cope Ahead Worksheet,interactive,76,review-needed,true,2,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p077,Emotion Regulation,"Cope Ahead for the Holidays, Part 1",interactive,77,review-needed,true,2,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
emotion-regulation-p078,Emotion Regulation,"Cope Ahead for the Holidays, Part 2",informational,78,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p002,General Skills,Skills & Strengths List,informational,2,review-needed,false,0,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p003,General Skills,Skills Overview,informational,3,review-needed,false,0,2,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p004,General Skills,Emotional Overload & Emotional Numbness Skills Guide,informational,4,review-needed,false,0,3,true,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p005,General Skills,Skills Use Guideline,informational,5,review-needed,false,0,1,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
general-p006,General Skills,Dialectics: Acceptance and Change,informational,6,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
goal-setting-p002,Goal Setting & Tracking,Case Map,mixed,2,draft,true,7,7,false,false,false,goal-builder,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p003,Goal Setting & Tracking,Goal Setting Guidelines,informational,3,review-needed,false,0,7,false,true,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p004,Goal Setting & Tracking,SMART Goal Setting,informational,4,review-needed,false,0,7,false,true,false,goal-builder,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p005,Goal Setting & Tracking,Daily Goal Worksheet: Monday to Wednesday,interactive,5,draft,true,3,3,false,false,false,goal-builder,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p006,Goal Setting & Tracking,Daily Goal Worksheet: Thursday to Sunday,interactive,6,draft,true,3,3,false,false,false,goal-builder,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p007,Goal Setting & Tracking,Weekly Home Practice Tracker,mixed,7,draft,true,7,7,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p008,Goal Setting & Tracking,Weekly Food Diary,mixed,8,draft,true,7,7,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p010,Goal Setting & Tracking,Monthly Habit Tracker,mixed,10,draft,true,7,7,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p033,Goal Setting & Tracking,Daily Mood Tracker,mixed,33,draft,true,7,7,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
goal-setting-p034,Goal Setting & Tracking,Skills and Wellness Diary Card,mixed,34,draft,true,7,7,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p003,Interpersonal Effectiveness,Understanding Boundaries,informational,3,review-needed,false,0,5,false,true,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p004,Interpersonal Effectiveness,Identifying Your Boundaries,interactive,4,review-needed,true,16,16,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p005,Interpersonal Effectiveness,Characteristics of Healthy Relationships,informational,5,review-needed,false,0,1,false,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p006,Interpersonal Effectiveness,Identifying My Personal Boundaries,interactive,6,review-needed,true,2,2,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p007,Interpersonal Effectiveness,Understanding My Boundaries,interactive,7,review-needed,true,9,9,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p009,Interpersonal Effectiveness,Factors in the Way of Interpersonal Effectiveness,informational,9,review-needed,false,0,0,true,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p010,Interpersonal Effectiveness,Myths in the Way of Interpersonal Effectiveness,informational,10,review-needed,false,0,0,false,true,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p011,Interpersonal Effectiveness,Challenging Myths: Objectives Effectiveness,mixed,11,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p012,Interpersonal Effectiveness,Challenging Myths: Relationship and Self-Respect,mixed,12,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p013,Interpersonal Effectiveness,Obtaining Objectives Skillfully,informational,13,review-needed,false,0,4,false,true,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p014,Interpersonal Effectiveness,Clarifying Goals in Interpersonal Situations,informational,14,review-needed,false,0,4,false,true,false,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p015,Interpersonal Effectiveness,Clarifying Priorities in Interpersonal Situations,interactive,15,draft,true,4,4,false,false,false,values,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p017,Interpersonal Effectiveness,"Guidelines for Objectives Effectiveness: DEAR MAN, Part 1",informational,17,review-needed,false,0,9,false,true,false,dear-man,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p018,Interpersonal Effectiveness,"Guidelines for Objectives Effectiveness: DEAR MAN, Part 2",informational,18,review-needed,false,0,9,false,true,false,dear-man,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p019,Interpersonal Effectiveness,Applying DEAR MAN Skills to a Difficult Interaction,informational,19,review-needed,false,0,1,true,false,true,dear-man,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p020,Interpersonal Effectiveness,DEAR MAN Script,interactive,20,review-needed,true,1,0,true,false,true,dear-man,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p022,Interpersonal Effectiveness,Finding and Maintaining Relationships,interactive,22,review-needed,true,2,2,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p023,Interpersonal Effectiveness,Guidelines for Relationship Effectiveness: GIVE,informational,23,review-needed,false,0,1,true,false,false,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p024,Interpersonal Effectiveness,Levels of Validation,informational,24,review-needed,false,0,0,true,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p025,Interpersonal Effectiveness,A Few Words About Validation,informational,25,review-needed,false,0,4,true,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p026,Interpersonal Effectiveness,Validation Expressions,informational,26,review-needed,false,0,3,false,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p027,Interpersonal Effectiveness,The Four Horsemen and Their Antidotes,informational,27,review-needed,false,0,2,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p028,Interpersonal Effectiveness,DEAR + GIVE Script,interactive,28,review-needed,true,1,1,false,false,true,dear-man,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p031,Interpersonal Effectiveness,Self-Respect Effectiveness Reflection,interactive,31,review-needed,true,3,3,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p032,Interpersonal Effectiveness,A Bill of Assertive Rights,informational,32,review-needed,false,0,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p033,Interpersonal Effectiveness,Guidelines for Self-Respect Effectiveness: FAST,informational,33,review-needed,false,0,0,true,false,false,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p034,Interpersonal Effectiveness,Apologizing Effectively,informational,34,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p035,Interpersonal Effectiveness,DEAR + FAST Script,interactive,35,review-needed,true,2,2,true,false,true,dear-man,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p037,Interpersonal Effectiveness,"How Intensely to Ask or Say No, Part 1",informational,37,review-needed,false,0,11,true,true,false,ask-or-say-no,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p038,Interpersonal Effectiveness,"How Intensely to Ask or Say No, Part 2",informational,38,review-needed,false,0,11,true,true,false,ask-or-say-no,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p039,Interpersonal Effectiveness,"How Intensely to Ask or Say No, Part 3",informational,39,review-needed,false,0,11,true,true,false,ask-or-say-no,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p040,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness, Part 1",informational,40,review-needed,false,0,13,true,true,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p041,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness, Part 2",informational,41,review-needed,false,0,13,false,true,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p042,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness Skills, Part 1",mixed,42,review-needed,true,15,15,true,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p043,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness Skills, Part 2",mixed,43,review-needed,true,15,15,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p044,Interpersonal Effectiveness,Dialectics: Acceptance and Change,informational,44,review-needed,false,0,1,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p045,Interpersonal Effectiveness,Walking the Middle Path,informational,45,review-needed,false,0,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p046,Interpersonal Effectiveness,Identifying Mindfulness of Others,mixed,46,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p047,Interpersonal Effectiveness,Opposite Sides That Can Both Be True,mixed,47,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p048,Interpersonal Effectiveness,Important Opposites to Balance,interactive,48,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p049,Interpersonal Effectiveness,Identifying Dialectics,mixed,49,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
wellness-p002,Wellness,Taking Care of Your Mind by Taking Care of Your Body,informational,2,review-needed,false,0,3,true,true,false,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p004,Wellness,Exploring Sleep,interactive,4,review-needed,true,3,3,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p005,Wellness,Understanding Sleep,informational,5,review-needed,false,0,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p006,Wellness,The Five Stages of Sleep,informational,6,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p007,Wellness,Additional Sleep Hygiene Tips,informational,7,review-needed,false,0,1,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p008,Wellness,Sleep Hygiene Practice Sheet,interactive,8,review-needed,true,1,0,false,false,true,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
wellness-p010,Wellness,The First Vicious Cycle,informational,10,review-needed,false,0,1,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p011,Wellness,The Second Vicious Cycle,informational,11,review-needed,false,0,1,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p012,Wellness,Your Cycles,interactive,12,review-needed,true,2,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p013,Wellness,The Upward Spiral of Behavioural Activation,informational,13,review-needed,false,0,10,false,true,false,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p014,Wellness,What Is Behaviour Activation?,informational,14,review-needed,false,0,10,false,true,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p015,Wellness,Behaviour Activation: Battery vs. Generator,informational,15,review-needed,false,0,2,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p016,Wellness,"Behavioural Activation Tips, Part 1",informational,16,review-needed,false,0,0,false,false,true,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p017,Wellness,"Behavioural Activation Tips, Part 2",informational,17,review-needed,false,0,0,false,false,true,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p018,Wellness,"Behavioural Activation Tips, Part 3",informational,18,review-needed,false,0,1,false,false,true,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p019,Wellness,Activity Monitoring Worksheet,interactive,19,review-needed,true,1,0,false,false,true,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p020,Wellness,Activity Planning Worksheet,interactive,20,review-needed,true,1,0,true,false,true,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p021,Wellness,Behavioural Activation Barriers and Resources,interactive,21,review-needed,true,5,5,true,false,true,behavioural-activation,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p023,Wellness,Analyzing Behaviour,informational,23,review-needed,false,0,11,false,true,false,,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p024,Wellness,The Behaviour Chain Analysis,informational,24,review-needed,false,0,11,false,true,false,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p025,Wellness,"Behaviour Chain Analysis Example, Part 1",informational,25,review-needed,false,0,7,true,true,true,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p026,Wellness,"Behaviour Chain Analysis Example, Part 2",informational,26,review-needed,false,0,4,false,true,true,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p027,Wellness,"Behaviour Chain Analysis Example, Part 3",informational,27,review-needed,false,0,2,true,false,true,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p028,Wellness,"Behaviour Chain Analysis Worksheet, Part 1",interactive,28,review-needed,true,6,6,true,false,true,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p029,Wellness,"Behaviour Chain Analysis Worksheet, Part 2",interactive,29,review-needed,true,2,2,true,false,true,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p030,Wellness,"Behaviour Chain Analysis Worksheet, Part 3",interactive,30,review-needed,true,2,2,true,false,true,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p031,Wellness,Behaviour Chain Analysis Map,mixed,31,draft,true,11,11,false,false,false,behaviour-chain,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p032,Wellness,Missing-Links Analysis,mixed,32,draft,true,11,11,false,false,false,missing-links,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p034,Wellness,Effects of Substance Use,informational,34,review-needed,false,0,1,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p035,Wellness,Signs of Maladaptive Coping,informational,35,review-needed,false,0,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p036,Wellness,Stages of Change,informational,36,review-needed,false,0,5,false,true,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p037,Wellness,"Stages of Change Worksheet, Part 1",interactive,37,review-needed,true,4,4,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p038,Wellness,"Stages of Change Worksheet, Part 2",interactive,38,review-needed,true,3,3,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p039,Wellness,"Stages of Change Worksheet, Part 3",interactive,39,review-needed,true,6,6,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p040,Wellness,Naloxone: Save a Life,informational,40,review-needed,false,0,4,false,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p041,Wellness,Opioid Overdoses: What to Do,informational,41,review-needed,false,0,2,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p043,Wellness,"Seven Tips for Balanced Eating, Part 1",informational,43,review-needed,false,0,2,true,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p044,Wellness,"Seven Tips for Balanced Eating, Part 2",informational,44,review-needed,false,0,2,true,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p045,Wellness,Eating Well on a Budget,informational,45,review-needed,false,0,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p046,Wellness,"Canada's Food Guide: Eat Well, Live Well",informational,46,review-needed,false,0,1,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p047,Wellness,Healthy Eating Is More Than the Foods You Eat,informational,47,review-needed,false,0,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p048,Wellness,Estimating Portion Sizes,informational,48,review-needed,false,0,3,false,true,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p049,Wellness,Weekly Food Journal,interactive,49,review-needed,true,1,1,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p050,Wellness,Weekly Meal Plan,interactive,50,review-needed,true,1,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p052,Wellness,Doctor Appointment Barriers,interactive,52,draft,true,5,5,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p053,Wellness,Tips for Managing Appointments,informational,53,review-needed,false,0,5,false,true,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p054,Wellness,Questions for Your Doctor and Appointment Reminder,interactive,54,draft,true,5,5,false,false,false,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p055,Wellness,"Myths About Psychiatric Medication, Part 1",informational,55,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p056,Wellness,"Myths About Psychiatric Medication, Part 2",informational,56,review-needed,false,0,1,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p057,Wellness,Medication Reminder Tools,informational,57,review-needed,false,0,0,true,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p058,Wellness,Medication Organizers,informational,58,review-needed,false,0,0,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p059,Wellness,Alarms and Medication Dispensers,informational,59,review-needed,false,0,1,false,false,true,,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
