source_id,source_document,source_page,resource_title,resource_kind,curriculum_area,lesson_route,php_match_status,php_confidence,php_pdf_page,php_internal_id,top_candidate_page,second_best_page,match_score,second_best_score,uniqueness_margin,matched_orientation,match_evidence,high_res_asset,high_res_preview,match_id,match_source,publicly_displayed,review_state,notes
general-p002,0 general handouts and skills to turn to app.pdf,2,Skills & Strengths List,reference,General Skills,/tool-finder/index.html,high,high,143,php-p0143,143,20,0.959470,0.313770,0.645700,0,Orientation-aware visual score 0.9595; second-best physical page 20 scored 0.3138; uniqueness margin 0.6457. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0143.pdf,/resources/high-res/php/php-p0143.jpg,php-high-res:general-p002:php-p0143,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p020,5 Wellness.pdf,20,Activity Planning Worksheet,worksheet,Wellness,/learn/wellness/behavioral-activation.html,none,none,,,1,23,0.283118,0.211198,0.071920,0,Orientation-aware visual score 0.2831; second-best physical page 23 scored 0.2112; uniqueness margin 0.0719. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p021,5 Wellness.pdf,21,Behavioural Activation Barriers and Resources,worksheet,Wellness,/learn/wellness/behavioral-activation.html,high,high,62,php-p0062,62,1,0.936937,0.303621,0.633316,0,Orientation-aware visual score 0.9369; second-best physical page 1 scored 0.3036; uniqueness margin 0.6333. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0062.pdf,/resources/high-res/php/php-p0062.jpg,php-high-res:wellness-p021:php-p0062,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p024,5 Wellness.pdf,24,The Behaviour Chain Analysis,reference,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,57,58,0.429390,0.408043,0.021347,270,Orientation-aware visual score 0.4294; second-best physical page 58 scored 0.4080; uniqueness margin 0.0213. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p025,5 Wellness.pdf,25,"Behaviour Chain Analysis Example, Part 1",reference,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,105,146,0.302833,0.297552,0.005281,0,Orientation-aware visual score 0.3028; second-best physical page 146 scored 0.2976; uniqueness margin 0.0053. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p026,5 Wellness.pdf,26,"Behaviour Chain Analysis Example, Part 2",reference,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,99,146,0.345985,0.334849,0.011137,0,Orientation-aware visual score 0.3460; second-best physical page 146 scored 0.3348; uniqueness margin 0.0111. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p027,5 Wellness.pdf,27,"Behaviour Chain Analysis Example, Part 3",reference,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,150,147,0.384757,0.381953,0.002805,0,Orientation-aware visual score 0.3848; second-best physical page 147 scored 0.3820; uniqueness margin 0.0028. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p028,5 Wellness.pdf,28,"Behaviour Chain Analysis Worksheet, Part 1",worksheet,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,35,38,0.304705,0.281308,0.023397,0,Orientation-aware visual score 0.3047; second-best physical page 38 scored 0.2813; uniqueness margin 0.0234. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p029,5 Wellness.pdf,29,"Behaviour Chain Analysis Worksheet, Part 2",worksheet,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,10,93,0.312221,0.234544,0.077677,0,Orientation-aware visual score 0.3122; second-best physical page 93 scored 0.2345; uniqueness margin 0.0777. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p030,5 Wellness.pdf,30,"Behaviour Chain Analysis Worksheet, Part 3",worksheet,Wellness,/learn/wellness/behavior-chain-missing-links.html,none,none,,,127,143,0.200828,0.184449,0.016379,0,Orientation-aware visual score 0.2008; second-best physical page 143 scored 0.1844; uniqueness margin 0.0164. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p031,5 Wellness.pdf,31,Behaviour Chain Analysis Map,worksheet,Wellness,/learn/wellness/behavior-chain-missing-links.html,high,high,59,php-p0059,59,146,0.599838,0.231449,0.368389,0,Orientation-aware visual score 0.5998; second-best physical page 146 scored 0.2314; uniqueness margin 0.3684. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0059.pdf,/resources/high-res/php/php-p0059.jpg,php-high-res:wellness-p031:php-p0059,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p034,5 Wellness.pdf,34,Effects of Substance Use,reference,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,15,116,0.292058,0.258695,0.033364,0,Orientation-aware visual score 0.2921; second-best physical page 116 scored 0.2587; uniqueness margin 0.0334. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p035,5 Wellness.pdf,35,Signs of Maladaptive Coping,reference,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,54,85,0.258102,0.236804,0.021298,0,Orientation-aware visual score 0.2581; second-best physical page 85 scored 0.2368; uniqueness margin 0.0213. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p036,5 Wellness.pdf,36,Stages of Change,handout,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,142,145,0.329468,0.280471,0.048997,90,Orientation-aware visual score 0.3295; second-best physical page 145 scored 0.2805; uniqueness margin 0.0490. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p037,5 Wellness.pdf,37,"Stages of Change Worksheet, Part 1",worksheet,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,34,81,0.236220,0.227293,0.008927,0,Orientation-aware visual score 0.2362; second-best physical page 81 scored 0.2273; uniqueness margin 0.0089. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p038,5 Wellness.pdf,38,"Stages of Change Worksheet, Part 2",worksheet,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,1,90,0.195045,0.178622,0.016424,270,Orientation-aware visual score 0.1950; second-best physical page 90 scored 0.1786; uniqueness margin 0.0164. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p039,5 Wellness.pdf,39,"Stages of Change Worksheet, Part 3",worksheet,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,18,62,0.152165,0.130359,0.021806,0,Orientation-aware visual score 0.1522; second-best physical page 62 scored 0.1304; uniqueness margin 0.0218. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p040,5 Wellness.pdf,40,Naloxone: Save a Life,reference,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,127,143,0.337214,0.290591,0.046623,0,Orientation-aware visual score 0.3372; second-best physical page 143 scored 0.2906; uniqueness margin 0.0466. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p041,5 Wellness.pdf,41,Opioid Overdoses: What to Do,reference,Wellness,/learn/wellness/maladaptive-coping.html,none,none,,,127,143,0.295932,0.274526,0.021406,0,Orientation-aware visual score 0.2959; second-best physical page 143 scored 0.2745; uniqueness margin 0.0214. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p043,5 Wellness.pdf,43,"Seven Tips for Balanced Eating, Part 1",handout,Wellness,/learn/wellness/balanced-eating.html,none,none,,,1,109,0.296778,0.235612,0.061166,0,Orientation-aware visual score 0.2968; second-best physical page 109 scored 0.2356; uniqueness margin 0.0612. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p044,5 Wellness.pdf,44,"Seven Tips for Balanced Eating, Part 2",handout,Wellness,/learn/wellness/balanced-eating.html,none,none,,,146,82,0.337244,0.307335,0.029909,0,Orientation-aware visual score 0.3372; second-best physical page 82 scored 0.3073; uniqueness margin 0.0299. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p045,5 Wellness.pdf,45,Eating Well on a Budget,reference,Wellness,/learn/wellness/balanced-eating.html,none,none,,,91,105,0.547181,0.490413,0.056768,270,Orientation-aware visual score 0.5472; second-best physical page 105 scored 0.4904; uniqueness margin 0.0568. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p046,5 Wellness.pdf,46,"Canada's Food Guide: Eat Well, Live Well",reference,Wellness,/learn/wellness/balanced-eating.html,none,none,,,57,142,0.477297,0.443149,0.034148,0,Orientation-aware visual score 0.4773; second-best physical page 142 scored 0.4431; uniqueness margin 0.0341. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p047,5 Wellness.pdf,47,Healthy Eating Is More Than the Foods You Eat,reference,Wellness,/learn/wellness/balanced-eating.html,none,none,,,142,146,0.433491,0.423930,0.009560,0,Orientation-aware visual score 0.4335; second-best physical page 146 scored 0.4239; uniqueness margin 0.0096. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p048,5 Wellness.pdf,48,Estimating Portion Sizes,reference,Wellness,/learn/wellness/balanced-eating.html,none,none,,,90,59,0.219541,0.184066,0.035475,90,Orientation-aware visual score 0.2195; second-best physical page 59 scored 0.1841; uniqueness margin 0.0355. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p049,5 Wellness.pdf,49,Weekly Food Journal,worksheet,Wellness,/learn/wellness/balanced-eating.html,none,none,,,73,1,0.239516,0.234678,0.004838,0,Orientation-aware visual score 0.2395; second-best physical page 1 scored 0.2347; uniqueness margin 0.0048. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p050,5 Wellness.pdf,50,Weekly Meal Plan,worksheet,Wellness,/learn/wellness/balanced-eating.html,high,high,55,php-p0055,55,1,0.868908,0.204239,0.664669,0,Orientation-aware visual score 0.8689; second-best physical page 1 scored 0.2042; uniqueness margin 0.6647. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0055.pdf,/resources/high-res/php/php-p0055.jpg,php-high-res:wellness-p050:php-p0055,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p052,5 Wellness.pdf,52,Doctor Appointment Barriers,exercise,Wellness,/learn/wellness/medication-doctor-visits.html,high,high,57,php-p0057,57,142,0.787304,0.515227,0.272077,0,Orientation-aware visual score 0.7873; second-best physical page 142 scored 0.5152; uniqueness margin 0.2721. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0057.pdf,/resources/high-res/php/php-p0057.jpg,php-high-res:wellness-p052:php-p0057,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p053,5 Wellness.pdf,53,Tips for Managing Appointments,handout,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,57,142,0.407023,0.384934,0.022089,0,Orientation-aware visual score 0.4070; second-best physical page 142 scored 0.3849; uniqueness margin 0.0221. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p054,5 Wellness.pdf,54,Questions for Your Doctor and Appointment Reminder,worksheet,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,142,114,0.464266,0.434049,0.030217,90,Orientation-aware visual score 0.4643; second-best physical page 114 scored 0.4340; uniqueness margin 0.0302. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p055,5 Wellness.pdf,55,"Myths About Psychiatric Medication, Part 1",handout,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,72,7,0.199615,0.191008,0.008607,270,Orientation-aware visual score 0.1996; second-best physical page 7 scored 0.1910; uniqueness margin 0.0086. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p056,5 Wellness.pdf,56,"Myths About Psychiatric Medication, Part 2",handout,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,148,142,0.307452,0.262766,0.044685,0,Orientation-aware visual score 0.3075; second-best physical page 142 scored 0.2628; uniqueness margin 0.0447. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p057,5 Wellness.pdf,57,Medication Reminder Tools,reference,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,54,142,0.308521,0.283060,0.025461,0,Orientation-aware visual score 0.3085; second-best physical page 142 scored 0.2831; uniqueness margin 0.0255. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p058,5 Wellness.pdf,58,Medication Organizers,reference,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,145,148,0.356207,0.338032,0.018175,270,Orientation-aware visual score 0.3562; second-best physical page 148 scored 0.3380; uniqueness margin 0.0182. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p059,5 Wellness.pdf,59,Alarms and Medication Dispensers,reference,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,145,24,0.321560,0.313775,0.007784,0,Orientation-aware visual score 0.3216; second-best physical page 24 scored 0.3138; uniqueness margin 0.0078. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
wellness-p060,5 Wellness.pdf,60,My Current Medications,worksheet,Wellness,/learn/wellness/medication-doctor-visits.html,high,high,54,php-p0054,54,146,0.748069,0.265139,0.482930,0,Orientation-aware visual score 0.7481; second-best physical page 146 scored 0.2651; uniqueness margin 0.4829. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0054.pdf,/resources/high-res/php/php-p0054.jpg,php-high-res:wellness-p060:php-p0054,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p061,5 Wellness.pdf,61,My Current Medications: Extended,worksheet,Wellness,/learn/wellness/medication-doctor-visits.html,high,high,54,php-p0054,54,146,0.762909,0.277925,0.484984,0,Orientation-aware visual score 0.7629; second-best physical page 146 scored 0.2779; uniqueness margin 0.4850. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0054.pdf,/resources/high-res/php/php-p0054.jpg,php-high-res:wellness-p061:php-p0054,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
wellness-p062,5 Wellness.pdf,62,Health Care Connect,reference,Wellness,/learn/wellness/medication-doctor-visits.html,none,none,,,72,57,0.354345,0.329120,0.025225,90,Orientation-aware visual score 0.3543; second-best physical page 57 scored 0.3291; uniqueness margin 0.0252. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p003,6 Emotional Regulation.pdf,3,Basic Functions of Emotions,reference,Emotion Regulation,/learn/emotion-regulation/what-emotions-do.html,high,high,52,php-p0052,52,48,0.725939,0.696206,0.029733,0,Orientation-aware visual score 0.7259; second-best physical page 48 scored 0.6962; uniqueness margin 0.0297. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0052.pdf,/resources/high-res/php/php-p0052.jpg,php-high-res:emotion-regulation-p003:php-p0052,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p011,6 Emotional Regulation.pdf,11,Learning About Emotions,exercise,Emotion Regulation,/learn/emotion-regulation/observing-describing-emotions.html,high,high,47,php-p0047,47,143,0.289935,0.179802,0.110133,0,Orientation-aware visual score 0.2899; second-best physical page 143 scored 0.1798; uniqueness margin 0.1101. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0047.pdf,/resources/high-res/php/php-p0047.jpg,php-high-res:emotion-regulation-p011:php-p0047,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p024,6 Emotional Regulation.pdf,24,Understanding and Naming Your Emotions,worksheet,Emotion Regulation,/learn/emotion-regulation/observing-describing-emotions.html,high,high,45,php-p0045,45,2,0.592740,0.368133,0.224607,0,Orientation-aware visual score 0.5927; second-best physical page 2 scored 0.3681; uniqueness margin 0.2246. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0045.pdf,/resources/high-res/php/php-p0045.jpg,php-high-res:emotion-regulation-p024:php-p0045,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p026,6 Emotional Regulation.pdf,26,The Tangled Ball of Emotions,exercise,Emotion Regulation,/learn/emotion-regulation/observing-describing-emotions.html,none,none,,,57,142,0.644511,0.590141,0.054370,180,Orientation-aware visual score 0.6445; second-best physical page 142 scored 0.5901; uniqueness margin 0.0544. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p027,6 Emotional Regulation.pdf,27,Where Do I Feel Emotions?,exercise,Emotion Regulation,/learn/emotion-regulation/observing-describing-emotions.html,none,none,,,57,130,0.504859,0.390997,0.113862,90,Orientation-aware visual score 0.5049; second-best physical page 130 scored 0.3910; uniqueness margin 0.1139. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p029,6 Emotional Regulation.pdf,29,Fact or Opinion?,worksheet,Emotion Regulation,/learn/emotion-regulation/check-the-facts.html,none,none,,,148,146,0.356857,0.326643,0.030214,0,Orientation-aware visual score 0.3569; second-best physical page 146 scored 0.3266; uniqueness margin 0.0302. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p030,6 Emotional Regulation.pdf,30,"Fact, Opinion, Belief, and Prejudice",reference,Emotion Regulation,/learn/emotion-regulation/check-the-facts.html,none,none,,,1,23,0.543423,0.439226,0.104197,0,Orientation-aware visual score 0.5434; second-best physical page 23 scored 0.4392; uniqueness margin 0.1042. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p034,6 Emotional Regulation.pdf,34,Check the Facts Practice,exercise,Emotion Regulation,/learn/emotion-regulation/check-the-facts.html,high,high,40,php-p0040,40,87,0.284850,0.246294,0.038556,0,Orientation-aware visual score 0.2848; second-best physical page 87 scored 0.2463; uniqueness margin 0.0386. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0040.pdf,/resources/high-res/php/php-p0040.jpg,php-high-res:emotion-regulation-p034:php-p0040,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p036,6 Emotional Regulation.pdf,36,Choosing Problem Solving or Opposite Action,worksheet,Emotion Regulation,/learn/emotion-regulation/opposite-action.html,high,high,42,php-p0042,42,145,0.344089,0.235199,0.108890,0,Orientation-aware visual score 0.3441; second-best physical page 145 scored 0.2352; uniqueness margin 0.1089. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0042.pdf,/resources/high-res/php/php-p0042.jpg,php-high-res:emotion-regulation-p036:php-p0042,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p043,6 Emotional Regulation.pdf,43,Opposite Action Elevator Example,reference,Emotion Regulation,/learn/emotion-regulation/opposite-action.html,none,none,,,104,122,0.307041,0.294840,0.012201,0,Orientation-aware visual score 0.3070; second-best physical page 122 scored 0.2948; uniqueness margin 0.0122. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p066,6 Emotional Regulation.pdf,66,Building Positive Experiences Now,worksheet,Emotion Regulation,/learn/emotion-regulation/abc-please.html,none,none,,,149,17,0.202461,0.198763,0.003698,90,Orientation-aware visual score 0.2025; second-best physical page 17 scored 0.1988; uniqueness margin 0.0037. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p067,6 Emotional Regulation.pdf,67,Daily Pleasant Moments Record,worksheet,Emotion Regulation,/learn/emotion-regulation/abc-please.html,none,none,,,2,1,0.248907,0.201649,0.047258,0,Orientation-aware visual score 0.2489; second-best physical page 1 scored 0.2016; uniqueness margin 0.0473. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p068,6 Emotional Regulation.pdf,68,"Accumulating Positive Emotions: Long Term Worksheet, Part 1",worksheet,Emotion Regulation,/learn/emotion-regulation/abc-please.html,high,high,26,php-p0026,26,16,0.340308,0.257558,0.082751,0,Orientation-aware visual score 0.3403; second-best physical page 16 scored 0.2576; uniqueness margin 0.0828. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0026.pdf,/resources/high-res/php/php-p0026.jpg,php-high-res:emotion-regulation-p068:php-p0026,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p069,6 Emotional Regulation.pdf,69,"Accumulating Positive Emotions: Long Term Worksheet, Part 2",worksheet,Emotion Regulation,/learn/emotion-regulation/abc-please.html,high,high,27,php-p0027,27,15,0.499397,0.374361,0.125036,0,Orientation-aware visual score 0.4994; second-best physical page 15 scored 0.3744; uniqueness margin 0.1250. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0027.pdf,/resources/high-res/php/php-p0027.jpg,php-high-res:emotion-regulation-p069:php-p0027,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p071,6 Emotional Regulation.pdf,71,Building Mastery,handout,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,high,high,29,php-p0029,29,105,0.270663,0.241503,0.029161,0,Orientation-aware visual score 0.2707; second-best physical page 105 scored 0.2415; uniqueness margin 0.0292. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0029.pdf,/resources/high-res/php/php-p0029.jpg,php-high-res:emotion-regulation-p071:php-p0029,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
emotion-regulation-p072,6 Emotional Regulation.pdf,72,Changing Emotional Responses with Cope Ahead,handout,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,146,43,0.252262,0.229466,0.022796,0,Orientation-aware visual score 0.2523; second-best physical page 43 scored 0.2295; uniqueness margin 0.0228. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p073,6 Emotional Regulation.pdf,73,How to Cope Ahead,handout,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,120,54,0.325964,0.310848,0.015116,0,Orientation-aware visual score 0.3260; second-best physical page 54 scored 0.3108; uniqueness margin 0.0151. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p074,6 Emotional Regulation.pdf,74,Mind Mapping and Mastery,reference,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,57,105,0.258889,0.239022,0.019867,270,Orientation-aware visual score 0.2589; second-best physical page 105 scored 0.2390; uniqueness margin 0.0199. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p075,6 Emotional Regulation.pdf,75,Mastery Mind Map,exercise,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,57,142,0.286937,0.235234,0.051703,0,Orientation-aware visual score 0.2869; second-best physical page 142 scored 0.2352; uniqueness margin 0.0517. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p076,6 Emotional Regulation.pdf,76,Cope Ahead Worksheet,worksheet,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,58,34,0.377425,0.359496,0.017929,270,Orientation-aware visual score 0.3774; second-best physical page 34 scored 0.3595; uniqueness margin 0.0179. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p077,6 Emotional Regulation.pdf,77,"Cope Ahead for the Holidays, Part 1",exercise,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,57,142,0.383507,0.381969,0.001538,180,Orientation-aware visual score 0.3835; second-best physical page 142 scored 0.3820; uniqueness margin 0.0015. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
emotion-regulation-p078,6 Emotional Regulation.pdf,78,"Cope Ahead for the Holidays, Part 2",exercise,Emotion Regulation,/learn/emotion-regulation/positive-emotions-mastery-cope-ahead.html,none,none,,,142,58,0.438013,0.407380,0.030633,90,Orientation-aware visual score 0.4380; second-best physical page 58 scored 0.4074; uniqueness margin 0.0306. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p003,7 CBT SKills.pdf,3,"Fear, Anxiety, Stress, and Panic",reference,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,57,142,0.399962,0.372975,0.026987,180,Orientation-aware visual score 0.4000; second-best physical page 142 scored 0.3730; uniqueness margin 0.0270. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p004,7 CBT SKills.pdf,4,Understanding My Anxiety,worksheet,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,146,105,0.292587,0.286432,0.006154,0,Orientation-aware visual score 0.2926; second-best physical page 105 scored 0.2864; uniqueness margin 0.0062. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p005,7 CBT SKills.pdf,5,The Cost of Anxiety,worksheet,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,146,115,0.240686,0.235964,0.004723,270,Orientation-aware visual score 0.2407; second-best physical page 115 scored 0.2360; uniqueness margin 0.0047. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p006,7 CBT SKills.pdf,6,Symptoms of Anxiety,reference,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,146,59,0.205268,0.200714,0.004554,90,Orientation-aware visual score 0.2053; second-best physical page 59 scored 0.2007; uniqueness margin 0.0046. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p007,7 CBT SKills.pdf,7,Alarming Adrenaline,reference,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,57,129,0.497450,0.381409,0.116041,270,Orientation-aware visual score 0.4975; second-best physical page 129 scored 0.3814; uniqueness margin 0.1160. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p008,7 CBT SKills.pdf,8,Fight or Flight,reference,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,57,142,0.372302,0.365919,0.006383,180,Orientation-aware visual score 0.3723; second-best physical page 142 scored 0.3659; uniqueness margin 0.0064. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
