id,source_document,source_page,page_type,section,lesson,resource_title,resource_kind,publish,notes
wellness-p053,5 Wellness.pdf,53,content-handout,Wellness,wellness-medication,Tips for Managing Appointments,handout,true,
wellness-p054,5 Wellness.pdf,54,worksheet,Wellness,wellness-medication,Questions for Your Doctor and Appointment Reminder,worksheet,true,
wellness-p055,5 Wellness.pdf,55,content-handout,Wellness,wellness-medication,"Myths About Psychiatric Medication, Part 1",handout,true,
wellness-p056,5 Wellness.pdf,56,content-handout,Wellness,wellness-medication,"Myths About Psychiatric Medication, Part 2",handout,true,
wellness-p057,5 Wellness.pdf,57,reference,Wellness,wellness-medication,Medication Reminder Tools,reference,true,
wellness-p058,5 Wellness.pdf,58,reference,Wellness,wellness-medication,Medication Organizers,reference,true,
wellness-p059,5 Wellness.pdf,59,reference,Wellness,wellness-medication,Alarms and Medication Dispensers,reference,true,
wellness-p060,5 Wellness.pdf,60,worksheet,Wellness,wellness-medication,My Current Medications,worksheet,true,
wellness-p061,5 Wellness.pdf,61,worksheet,Wellness,wellness-medication,My Current Medications: Extended,worksheet,true,
wellness-p062,5 Wellness.pdf,62,reference,Wellness,wellness-medication,Health Care Connect,reference,true,
emotion-regulation-p001,6 Emotional Regulation.pdf,1,section-cover,Emotion Regulation,,Emotion Regulation,structural,false,Cover metadata only.
emotion-regulation-p002,6 Emotional Regulation.pdf,2,session-divider,Emotion Regulation,,Session 1: What Emotions Do for You,structural,false,Blank session notes page; establishes lesson boundary.
emotion-regulation-p003,6 Emotional Regulation.pdf,3,reference,Emotion Regulation,er-what,Basic Functions of Emotions,reference,true,
emotion-regulation-p004,6 Emotional Regulation.pdf,4,content-handout,Emotion Regulation,er-what,Goals of Emotion Regulation,handout,true,
emotion-regulation-p005,6 Emotional Regulation.pdf,5,content-handout,Emotion Regulation,er-what,What Emotions Do for You,handout,true,
emotion-regulation-p006,6 Emotional Regulation.pdf,6,content-handout,Emotion Regulation,er-what,What Makes It Hard to Regulate Your Emotions,handout,true,
emotion-regulation-p007,6 Emotional Regulation.pdf,7,worksheet,Emotion Regulation,er-what,Myths About Emotions,worksheet,true,
emotion-regulation-p008,6 Emotional Regulation.pdf,8,reference,Emotion Regulation,er-what,Emotion Diary Example,reference,true,
emotion-regulation-p009,6 Emotional Regulation.pdf,9,worksheet,Emotion Regulation,er-what,Emotion Diary,worksheet,true,
emotion-regulation-p010,6 Emotional Regulation.pdf,10,session-divider,Emotion Regulation,,Session 2: Emotions,structural,false,Blank session notes page; establishes lesson boundary.
emotion-regulation-p011,6 Emotional Regulation.pdf,11,exercise,Emotion Regulation,er-emotions,Learning About Emotions,exercise,true,
emotion-regulation-p012,6 Emotional Regulation.pdf,12,reference,Emotion Regulation,er-emotions,Model for Describing Emotions,reference,true,
emotion-regulation-p013,6 Emotional Regulation.pdf,13,duplicate,Emotion Regulation,,Basic Functions of Emotions,duplicate,false,Duplicate of emotion-regulation-p003.
emotion-regulation-p014,6 Emotional Regulation.pdf,14,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Anger,handout,true,
emotion-regulation-p015,6 Emotional Regulation.pdf,15,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Disgust,handout,true,
emotion-regulation-p016,6 Emotional Regulation.pdf,16,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Envy,handout,true,
emotion-regulation-p017,6 Emotional Regulation.pdf,17,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Fear,handout,true,
emotion-regulation-p018,6 Emotional Regulation.pdf,18,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Happiness,handout,true,
emotion-regulation-p019,6 Emotional Regulation.pdf,19,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Jealousy,handout,true,
emotion-regulation-p020,6 Emotional Regulation.pdf,20,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Love,handout,true,
emotion-regulation-p021,6 Emotional Regulation.pdf,21,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Sadness,handout,true,
emotion-regulation-p022,6 Emotional Regulation.pdf,22,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Shame,handout,true,
emotion-regulation-p023,6 Emotional Regulation.pdf,23,content-handout,Emotion Regulation,er-emotions,Ways to Describe Emotions: Guilt,handout,true,
emotion-regulation-p024,6 Emotional Regulation.pdf,24,worksheet,Emotion Regulation,er-emotions,Understanding and Naming Your Emotions,worksheet,true,
emotion-regulation-p025,6 Emotional Regulation.pdf,25,worksheet,Emotion Regulation,er-emotions,Observing and Describing Emotions,worksheet,true,
emotion-regulation-p026,6 Emotional Regulation.pdf,26,exercise,Emotion Regulation,er-emotions,The Tangled Ball of Emotions,exercise,true,
emotion-regulation-p027,6 Emotional Regulation.pdf,27,exercise,Emotion Regulation,er-emotions,Where Do I Feel Emotions?,exercise,true,
emotion-regulation-p028,6 Emotional Regulation.pdf,28,session-divider,Emotion Regulation,,Session 3: Check the Facts,structural,false,Blank session notes page; establishes lesson boundary.
emotion-regulation-p029,6 Emotional Regulation.pdf,29,worksheet,Emotion Regulation,er-check,Fact or Opinion?,worksheet,true,
emotion-regulation-p030,6 Emotional Regulation.pdf,30,reference,Emotion Regulation,er-check,"Fact, Opinion, Belief, and Prejudice",reference,true,
emotion-regulation-p031,6 Emotional Regulation.pdf,31,content-handout,Emotion Regulation,er-check,Changing Emotional Responses,handout,true,
emotion-regulation-p032,6 Emotional Regulation.pdf,32,content-handout,Emotion Regulation,er-check,Check the Facts,handout,true,
emotion-regulation-p033,6 Emotional Regulation.pdf,33,reference,Emotion Regulation,er-check,Examples of Emotions That Fit the Facts,reference,true,
emotion-regulation-p034,6 Emotional Regulation.pdf,34,exercise,Emotion Regulation,er-check,Check the Facts Practice,exercise,true,
emotion-regulation-p035,6 Emotional Regulation.pdf,35,session-divider,Emotion Regulation,,Session 4: Opposite Action & Problem Solving,structural,false,Blank session notes page; establishes lesson boundary.
emotion-regulation-p036,6 Emotional Regulation.pdf,36,worksheet,Emotion Regulation,er-opposite,Choosing Problem Solving or Opposite Action,worksheet,true,
emotion-regulation-p037,6 Emotional Regulation.pdf,37,content-handout,Emotion Regulation,er-opposite,Opposite Action and Problem Solving,handout,true,
emotion-regulation-p038,6 Emotional Regulation.pdf,38,content-handout,Emotion Regulation,er-opposite,Opposite Action,handout,true,
emotion-regulation-p039,6 Emotional Regulation.pdf,39,content-handout,Emotion Regulation,er-opposite,Problem Solving,handout,true,
emotion-regulation-p040,6 Emotional Regulation.pdf,40,content-handout,Emotion Regulation,er-opposite,"Reviewing Opposite Action and Problem Solving, Part 1",handout,true,
emotion-regulation-p041,6 Emotional Regulation.pdf,41,content-handout,Emotion Regulation,er-opposite,"Reviewing Opposite Action and Problem Solving, Part 2",handout,true,
emotion-regulation-p042,6 Emotional Regulation.pdf,42,content-handout,Emotion Regulation,er-opposite,"Reviewing Opposite Action and Problem Solving, Part 3",handout,true,
emotion-regulation-p043,6 Emotional Regulation.pdf,43,reference,Emotion Regulation,er-opposite,Opposite Action Elevator Example,reference,true,
emotion-regulation-p044,6 Emotional Regulation.pdf,44,content-handout,Emotion Regulation,er-opposite,Opposite Action for Fear,handout,true,
emotion-regulation-p045,6 Emotional Regulation.pdf,45,content-handout,Emotion Regulation,er-opposite,Opposite Action for Anger,handout,true,
emotion-regulation-p046,6 Emotional Regulation.pdf,46,content-handout,Emotion Regulation,er-opposite,Opposite Action for Disgust,handout,true,
emotion-regulation-p047,6 Emotional Regulation.pdf,47,content-handout,Emotion Regulation,er-opposite,Opposite Action for Envy,handout,true,
emotion-regulation-p048,6 Emotional Regulation.pdf,48,content-handout,Emotion Regulation,er-opposite,Opposite Action for Jealousy,handout,true,
emotion-regulation-p049,6 Emotional Regulation.pdf,49,content-handout,Emotion Regulation,er-opposite,Opposite Action for Love,handout,true,
emotion-regulation-p050,6 Emotional Regulation.pdf,50,content-handout,Emotion Regulation,er-opposite,Opposite Action for Sadness,handout,true,
emotion-regulation-p051,6 Emotional Regulation.pdf,51,content-handout,Emotion Regulation,er-opposite,Opposite Action for Shame,handout,true,
emotion-regulation-p052,6 Emotional Regulation.pdf,52,content-handout,Emotion Regulation,er-opposite,Opposite Action for Guilt,handout,true,
emotion-regulation-p053,6 Emotional Regulation.pdf,53,exercise,Emotion Regulation,er-opposite,Opposite Action to Change Emotions,exercise,true,
emotion-regulation-p054,6 Emotional Regulation.pdf,54,worksheet,Emotion Regulation,er-opposite,"Problem Solving Worksheet, Part 1",worksheet,true,
emotion-regulation-p055,6 Emotional Regulation.pdf,55,worksheet,Emotion Regulation,er-opposite,"Problem Solving Worksheet, Part 2",worksheet,true,
emotion-regulation-p056,6 Emotional Regulation.pdf,56,session-divider,Emotion Regulation,,Session 5: Accumulating Positive Emotions,structural,false,Blank session notes page; establishes lesson boundary.
emotion-regulation-p057,6 Emotional Regulation.pdf,57,content-handout,Emotion Regulation,er-accumulating,ABC PLEASE Overview,handout,true,
emotion-regulation-p058,6 Emotional Regulation.pdf,58,content-handout,Emotion Regulation,er-accumulating,Accumulating Positive Emotions: Short Term,handout,true,
emotion-regulation-p059,6 Emotional Regulation.pdf,59,reference,Emotion Regulation,er-accumulating,"Pleasant Events List, Part 1",reference,true,
emotion-regulation-p060,6 Emotional Regulation.pdf,60,reference,Emotion Regulation,er-accumulating,"Pleasant Events List, Part 2",reference,true,
emotion-regulation-p061,6 Emotional Regulation.pdf,61,reference,Emotion Regulation,er-accumulating,"Pleasant Events List, Part 3",reference,true,
emotion-regulation-p062,6 Emotional Regulation.pdf,62,content-handout,Emotion Regulation,er-accumulating,Accumulating Positive Emotions: Long Term,handout,true,
emotion-regulation-p063,6 Emotional Regulation.pdf,63,reference,Emotion Regulation,er-accumulating,"Values and Priorities List, Part 1",reference,true,
emotion-regulation-p064,6 Emotional Regulation.pdf,64,reference,Emotion Regulation,er-accumulating,"Values and Priorities List, Part 2",reference,true,
emotion-regulation-p065,6 Emotional Regulation.pdf,65,reference,Emotion Regulation,er-accumulating,"Values and Priorities List, Part 3",reference,true,
emotion-regulation-p066,6 Emotional Regulation.pdf,66,worksheet,Emotion Regulation,er-accumulating,Building Positive Experiences Now,worksheet,true,
emotion-regulation-p067,6 Emotional Regulation.pdf,67,worksheet,Emotion Regulation,er-accumulating,Daily Pleasant Moments Record,worksheet,true,
emotion-regulation-p068,6 Emotional Regulation.pdf,68,worksheet,Emotion Regulation,er-accumulating,"Accumulating Positive Emotions: Long Term Worksheet, Part 1",worksheet,true,
emotion-regulation-p069,6 Emotional Regulation.pdf,69,worksheet,Emotion Regulation,er-accumulating,"Accumulating Positive Emotions: Long Term Worksheet, Part 2",worksheet,true,
emotion-regulation-p070,6 Emotional Regulation.pdf,70,session-divider,Emotion Regulation,,Session 6: Building Mastery & Cope Ahead,structural,false,Blank session notes page; establishes lesson boundary.
emotion-regulation-p071,6 Emotional Regulation.pdf,71,content-handout,Emotion Regulation,er-mastery,Building Mastery,handout,true,
emotion-regulation-p072,6 Emotional Regulation.pdf,72,content-handout,Emotion Regulation,er-mastery,Changing Emotional Responses with Cope Ahead,handout,true,
emotion-regulation-p073,6 Emotional Regulation.pdf,73,content-handout,Emotion Regulation,er-mastery,How to Cope Ahead,handout,true,
emotion-regulation-p074,6 Emotional Regulation.pdf,74,reference,Emotion Regulation,er-mastery,Mind Mapping and Mastery,reference,true,
emotion-regulation-p075,6 Emotional Regulation.pdf,75,exercise,Emotion Regulation,er-mastery,Mastery Mind Map,exercise,true,
emotion-regulation-p076,6 Emotional Regulation.pdf,76,worksheet,Emotion Regulation,er-mastery,Cope Ahead Worksheet,worksheet,true,
emotion-regulation-p077,6 Emotional Regulation.pdf,77,exercise,Emotion Regulation,er-mastery,"Cope Ahead for the Holidays, Part 1",exercise,true,
emotion-regulation-p078,6 Emotional Regulation.pdf,78,exercise,Emotion Regulation,er-mastery,"Cope Ahead for the Holidays, Part 2",exercise,true,
cbt-skills-p001,7 CBT SKills.pdf,1,section-cover,CBT Skills,,CBT Skills,structural,false,Cover metadata only.
cbt-skills-p002,7 CBT SKills.pdf,2,session-divider,CBT Skills,,Session 1: Introduction to CBT,structural,false,Blank session notes page; establishes lesson boundary.
cbt-skills-p003,7 CBT SKills.pdf,3,reference,CBT Skills,cbt-intro,"Fear, Anxiety, Stress, and Panic",reference,true,
cbt-skills-p004,7 CBT SKills.pdf,4,worksheet,CBT Skills,cbt-intro,Understanding My Anxiety,worksheet,true,
cbt-skills-p005,7 CBT SKills.pdf,5,worksheet,CBT Skills,cbt-intro,The Cost of Anxiety,worksheet,true,
cbt-skills-p006,7 CBT SKills.pdf,6,reference,CBT Skills,cbt-intro,Symptoms of Anxiety,reference,true,
cbt-skills-p007,7 CBT SKills.pdf,7,reference,CBT Skills,cbt-intro,Alarming Adrenaline,reference,true,
cbt-skills-p008,7 CBT SKills.pdf,8,reference,CBT Skills,cbt-intro,Fight or Flight,reference,true,
cbt-skills-p009,7 CBT SKills.pdf,9,content-handout,CBT Skills,cbt-intro,Five Factor Model,handout,true,
cbt-skills-p010,7 CBT SKills.pdf,10,worksheet,CBT Skills,cbt-intro,Five Factor Model Worksheet,worksheet,true,
cbt-skills-p011,7 CBT SKills.pdf,11,session-divider,CBT Skills,,Session 2: Thinking Traps,structural,false,Blank session notes page; establishes lesson boundary.
cbt-skills-p012,7 CBT SKills.pdf,12,reference,CBT Skills,cbt-traps,Thinking Traps Overview,reference,true,
cbt-skills-p013,7 CBT SKills.pdf,13,worksheet,CBT Skills,cbt-traps,Testing Your Thoughts: Side One,worksheet,true,
cbt-skills-p014,7 CBT SKills.pdf,14,reference,CBT Skills,cbt-traps,What Are Core Beliefs?,reference,true,
cbt-skills-p015,7 CBT SKills.pdf,15,worksheet,CBT Skills,cbt-traps,Testing Your Thoughts: Side Two,worksheet,true,
cbt-skills-p016,7 CBT SKills.pdf,16,exercise,CBT Skills,cbt-traps,Find the Thinking Traps,exercise,true,
cbt-skills-p017,7 CBT SKills.pdf,17,worksheet,CBT Skills,cbt-traps,"Identifying Thinking Traps, Part 1",worksheet,true,
cbt-skills-p018,7 CBT SKills.pdf,18,worksheet,CBT Skills,cbt-traps,"Identifying Thinking Traps, Part 2",worksheet,true,
cbt-skills-p019,7 CBT SKills.pdf,19,session-divider,CBT Skills,,Session 3: Thought Records Part 1,structural,false,Blank session notes page; establishes lesson boundary.
cbt-skills-p020,7 CBT SKills.pdf,20,reference,CBT Skills,cbt-records-1,The Farmer and His Horse,reference,true,
cbt-skills-p021,7 CBT SKills.pdf,21,content-handout,CBT Skills,cbt-records-1,How to Get Out of a Thinking Trap,handout,true,
cbt-skills-p022,7 CBT SKills.pdf,22,reference,CBT Skills,cbt-records-1,Challenge Negative Thinking,reference,true,
cbt-skills-p023,7 CBT SKills.pdf,23,worksheet,CBT Skills,cbt-records-1,Challenging Negative Thinking Practice,worksheet,true,
cbt-skills-p024,7 CBT SKills.pdf,24,content-handout,CBT Skills,cbt-records-1,Thought Record Part 1,handout,true,
cbt-skills-p025,7 CBT SKills.pdf,25,worksheet,CBT Skills,cbt-records-1,Identifying Automatic Thoughts,worksheet,true,
cbt-skills-p026,7 CBT SKills.pdf,26,session-divider,CBT Skills,,Session 4: Thought Records Part 2,structural,false,Blank session notes page; establishes lesson boundary.
cbt-skills-p027,7 CBT SKills.pdf,27,content-handout,CBT Skills,cbt-records-2,Thought Record Part 2: Challenging the Hot Thought,handout,true,
cbt-skills-p028,7 CBT SKills.pdf,28,content-handout,CBT Skills,cbt-records-2,Looking for Evidence,handout,true,
cbt-skills-p029,7 CBT SKills.pdf,29,content-handout,CBT Skills,cbt-records-2,Creating Balanced Alternatives,handout,true,
cbt-skills-p030,7 CBT SKills.pdf,30,content-handout,CBT Skills,cbt-records-2,Best Friend Technique and Re-Rating,handout,true,
cbt-skills-p031,7 CBT SKills.pdf,31,reference,CBT Skills,cbt-records-2,Thoughts About Thought Records,reference,true,
cbt-skills-p032,7 CBT SKills.pdf,32,reference,CBT Skills,cbt-records-2,Completed Thought Record Example 1,reference,true,
cbt-skills-p033,7 CBT SKills.pdf,33,reference,CBT Skills,cbt-records-2,Completed Thought Record Example 2,reference,true,
cbt-skills-p034,7 CBT SKills.pdf,34,worksheet,CBT Skills,cbt-records-2,Blank Thought Record,worksheet,true,
cbt-skills-p035,7 CBT SKills.pdf,35,session-divider,CBT Skills,,Session 5: Understanding Worry,structural,false,Blank session notes page; establishes lesson boundary.
cbt-skills-p036,7 CBT SKills.pdf,36,content-handout,CBT Skills,cbt-worry,"Understanding Worry, Part 1",handout,true,
cbt-skills-p037,7 CBT SKills.pdf,37,content-handout,CBT Skills,cbt-worry,"Understanding Worry, Part 2",handout,true,
cbt-skills-p038,7 CBT SKills.pdf,38,reference,CBT Skills,cbt-worry,Worry Beliefs,reference,true,
cbt-skills-p039,7 CBT SKills.pdf,39,reference,CBT Skills,cbt-worry,Worry and Problem Solving,reference,true,
cbt-skills-p040,7 CBT SKills.pdf,40,content-handout,CBT Skills,cbt-worry,Postpone Your Worry,handout,true,
cbt-skills-p041,7 CBT SKills.pdf,41,content-handout,CBT Skills,cbt-worry,Using the Worry Tree,handout,true,
cbt-skills-p042,7 CBT SKills.pdf,42,reference,CBT Skills,cbt-worry,The Worry Tree,reference,true,
cbt-skills-p043,7 CBT SKills.pdf,43,duplicate,CBT Skills,,The Worry Tree,duplicate,false,Duplicate copy of cbt-skills-p042.
cbt-skills-p044,7 CBT SKills.pdf,44,worksheet,CBT Skills,cbt-worry,Worry Diary,worksheet,true,
cbt-skills-p045,7 CBT SKills.pdf,45,worksheet,CBT Skills,cbt-worry,Fear Ladder Starter,worksheet,true,
cbt-skills-p046,7 CBT SKills.pdf,46,session-divider,CBT Skills,,Session 6: Safety Behaviours & Exposure,structural,false,Blank session notes page; establishes lesson boundary.
cbt-skills-p047,7 CBT SKills.pdf,47,worksheet,CBT Skills,cbt-exposure,Avoidance Worksheet,worksheet,true,
cbt-skills-p048,7 CBT SKills.pdf,48,content-handout,CBT Skills,cbt-exposure,What Are Safety Behaviours?,handout,true,
cbt-skills-p049,7 CBT SKills.pdf,49,worksheet,CBT Skills,cbt-exposure,Safety Behaviour Checklist,worksheet,true,
cbt-skills-p050,7 CBT SKills.pdf,50,content-handout,CBT Skills,cbt-exposure,Situational Exposure,handout,true,
cbt-skills-p051,7 CBT SKills.pdf,51,reference,CBT Skills,cbt-exposure,Examples of Fear Ladders,reference,true,
cbt-skills-p052,7 CBT SKills.pdf,52,reference,CBT Skills,cbt-exposure,Ideas for Challenging Different Fears,reference,true,
cbt-skills-p053,7 CBT SKills.pdf,53,worksheet,CBT Skills,cbt-exposure,Developing Exposure Hierarchies,worksheet,true,
cbt-skills-p054,7 CBT SKills.pdf,54,worksheet,CBT Skills,cbt-exposure,Exposure Hierarchy Worksheet,worksheet,true,
