source_id,source_document,source_page,resource_title,resource_kind,match_status,confidence,book_pdf_page,book_printed_page,book_module,book_handout_or_worksheet_number,book_title,match_evidence,clean_asset,match_id,match_source,publicly_displayed,review_state,review_needed,notes
interpersonal-effectiveness-p040,4 Distress Tolerance.pdf,40,"Troubleshooting Interpersonal Effectiveness, Part 1",handout,matched,high,158,134,Interpersonal Effectiveness,Handout 9,Troubleshooting: When What You Are Doing Is Not Working (1 of 2),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-handout-9-troubleshooting-when-what-you-are-doing-is-not-working-1-of-2-clean.pdf,linehan-book:interpersonal-effectiveness-p040,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p041,4 Distress Tolerance.pdf,41,"Troubleshooting Interpersonal Effectiveness, Part 2",handout,matched,high,159,135,Interpersonal Effectiveness,Handout 9,Troubleshooting: When What You Are Doing Is Not Working (2 of 2),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-handout-9-troubleshooting-when-what-you-are-doing-is-not-working-2-of-2-clean.pdf,linehan-book:interpersonal-effectiveness-p041,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p042,4 Distress Tolerance.pdf,42,"Troubleshooting Interpersonal Effectiveness Skills, Part 1",worksheet,matched,high,202,178,Interpersonal Effectiveness,Worksheet 7,Troubleshooting Interpersonal Effectiveness Skills (1 of 2),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-worksheet-7-troubleshooting-interpersonal-effectiveness-skills-1-of-2-clean.pdf,linehan-book:interpersonal-effectiveness-p042,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p043,4 Distress Tolerance.pdf,43,"Troubleshooting Interpersonal Effectiveness Skills, Part 2",worksheet,matched,high,203,179,Interpersonal Effectiveness,Worksheet 7,Troubleshooting Interpersonal Effectiveness Skills (2 of 2),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-worksheet-7-troubleshooting-interpersonal-effectiveness-skills-2-of-2-clean.pdf,linehan-book:interpersonal-effectiveness-p043,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p044,4 Distress Tolerance.pdf,44,Dialectics: Acceptance and Change,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
interpersonal-effectiveness-p045,4 Distress Tolerance.pdf,45,Walking the Middle Path,handout,matched,high,98,74,Mindfulness,Handout 10,Walking the Middle Path: Finding the Synthesis between Opposites,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/mindfulness/mindfulness-handout-10-walking-the-middle-path-finding-the-synthesis-between-opposites-clean.pdf,linehan-book:interpersonal-effectiveness-p045,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p046,4 Distress Tolerance.pdf,46,Identifying Mindfulness of Others,worksheet,matched,high,168,144,Interpersonal Effectiveness,Handout 12a,Identifying Mindfulness of Others,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-handout-12a-identifying-mindfulness-of-others-clean.pdf,linehan-book:interpersonal-effectiveness-p046,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p047,4 Distress Tolerance.pdf,47,Opposite Sides That Can Both Be True,worksheet,matched,high,176,152,Interpersonal Effectiveness,Handout 16a,Examples of Opposite Sides That Can Both Be True,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-handout-16a-examples-of-opposite-sides-that-can-both-be-true-clean.pdf,linehan-book:interpersonal-effectiveness-p047,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p048,4 Distress Tolerance.pdf,48,Important Opposites to Balance,worksheet,matched,high,177,153,Interpersonal Effectiveness,Handout 16b,Important Opposites to Balance,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-handout-16b-important-opposites-to-balance-clean.pdf,linehan-book:interpersonal-effectiveness-p048,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
interpersonal-effectiveness-p049,4 Distress Tolerance.pdf,49,Identifying Dialectics,worksheet,matched,high,178,154,Interpersonal Effectiveness,Handout 16c,Identifying Dialectics,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/interpersonal-effectiveness/interpersonal-effectiveness-handout-16c-identifying-dialectics-clean.pdf,linehan-book:interpersonal-effectiveness-p049,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
wellness-p002,5 Wellness.pdf,2,Taking Care of Your Mind by Taking Care of Your Body,handout,matched,high,281,257,Emotion Regulation,Handout 20,Taking Care of Your Mind by Taking Care of Your Body,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-20-taking-care-of-your-mind-by-taking-care-of-your-body-clean.pdf,linehan-book:wellness-p002,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
wellness-p004,5 Wellness.pdf,4,Exploring Sleep,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p005,5 Wellness.pdf,5,Understanding Sleep,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p006,5 Wellness.pdf,6,The Five Stages of Sleep,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p007,5 Wellness.pdf,7,Additional Sleep Hygiene Tips,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p008,5 Wellness.pdf,8,Sleep Hygiene Practice Sheet,worksheet,matched,high,331,307,Emotion Regulation,Worksheet 14b,Sleep Hygiene Practice Sheet,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-14b-sleep-hygiene-practice-sheet-clean.pdf,linehan-book:wellness-p008,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
wellness-p010,5 Wellness.pdf,10,The First Vicious Cycle,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p011,5 Wellness.pdf,11,The Second Vicious Cycle,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p012,5 Wellness.pdf,12,Your Cycles,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p013,5 Wellness.pdf,13,The Upward Spiral of Behavioural Activation,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p014,5 Wellness.pdf,14,What Is Behaviour Activation?,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p015,5 Wellness.pdf,15,Behaviour Activation: Battery vs. Generator,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p016,5 Wellness.pdf,16,"Behavioural Activation Tips, Part 1",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p017,5 Wellness.pdf,17,"Behavioural Activation Tips, Part 2",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p018,5 Wellness.pdf,18,"Behavioural Activation Tips, Part 3",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p019,5 Wellness.pdf,19,Activity Monitoring Worksheet,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p020,5 Wellness.pdf,20,Activity Planning Worksheet,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p021,5 Wellness.pdf,21,Behavioural Activation Barriers and Resources,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p023,5 Wellness.pdf,23,Analyzing Behaviour,handout,matched,high,43,19,General,Handout 6,Overview: Analyzing Behavior,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/general/general-handout-6-overview-analyzing-behavior-clean.pdf,linehan-book:wellness-p023,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
wellness-p024,5 Wellness.pdf,24,The Behaviour Chain Analysis,reference,candidate,candidate,44,20,General,Handout 7,Chain Analysis,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
wellness-p025,5 Wellness.pdf,25,"Behaviour Chain Analysis Example, Part 1",reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p026,5 Wellness.pdf,26,"Behaviour Chain Analysis Example, Part 2",reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p027,5 Wellness.pdf,27,"Behaviour Chain Analysis Example, Part 3",reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p028,5 Wellness.pdf,28,"Behaviour Chain Analysis Worksheet, Part 1",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p029,5 Wellness.pdf,29,"Behaviour Chain Analysis Worksheet, Part 2",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p030,5 Wellness.pdf,30,"Behaviour Chain Analysis Worksheet, Part 3",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p031,5 Wellness.pdf,31,Behaviour Chain Analysis Map,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p032,5 Wellness.pdf,32,Missing-Links Analysis,worksheet,matched,high,62,38,General,Worksheet 3,Missing-Links Analysis,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/general/general-worksheet-3-missing-links-analysis-clean.pdf,linehan-book:wellness-p032,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
wellness-p034,5 Wellness.pdf,34,Effects of Substance Use,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p035,5 Wellness.pdf,35,Signs of Maladaptive Coping,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p036,5 Wellness.pdf,36,Stages of Change,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p037,5 Wellness.pdf,37,"Stages of Change Worksheet, Part 1",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p038,5 Wellness.pdf,38,"Stages of Change Worksheet, Part 2",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p039,5 Wellness.pdf,39,"Stages of Change Worksheet, Part 3",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p040,5 Wellness.pdf,40,Naloxone: Save a Life,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p041,5 Wellness.pdf,41,Opioid Overdoses: What to Do,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p043,5 Wellness.pdf,43,"Seven Tips for Balanced Eating, Part 1",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p044,5 Wellness.pdf,44,"Seven Tips for Balanced Eating, Part 2",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p045,5 Wellness.pdf,45,Eating Well on a Budget,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p046,5 Wellness.pdf,46,"Canada's Food Guide: Eat Well, Live Well",reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p047,5 Wellness.pdf,47,Healthy Eating Is More Than the Foods You Eat,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p048,5 Wellness.pdf,48,Estimating Portion Sizes,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p049,5 Wellness.pdf,49,Weekly Food Journal,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p050,5 Wellness.pdf,50,Weekly Meal Plan,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p052,5 Wellness.pdf,52,Doctor Appointment Barriers,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p053,5 Wellness.pdf,53,Tips for Managing Appointments,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p054,5 Wellness.pdf,54,Questions for Your Doctor and Appointment Reminder,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p055,5 Wellness.pdf,55,"Myths About Psychiatric Medication, Part 1",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p056,5 Wellness.pdf,56,"Myths About Psychiatric Medication, Part 2",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p057,5 Wellness.pdf,57,Medication Reminder Tools,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p058,5 Wellness.pdf,58,Medication Organizers,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p059,5 Wellness.pdf,59,Alarms and Medication Dispensers,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p060,5 Wellness.pdf,60,My Current Medications,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p061,5 Wellness.pdf,61,My Current Medications: Extended,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
wellness-p062,5 Wellness.pdf,62,Health Care Connect,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p003,6 Emotional Regulation.pdf,3,Basic Functions of Emotions,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p004,6 Emotional Regulation.pdf,4,Goals of Emotion Regulation,handout,matched,high,229,205,Emotion Regulation,Handout 1,Goals of Emotion Regulation,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-1-goals-of-emotion-regulation-clean.pdf,linehan-book:emotion-regulation-p004,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p005,6 Emotional Regulation.pdf,5,What Emotions Do for You,handout,matched,high,234,210,Emotion Regulation,Handout 3,What Emotions Do for You,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-3-what-emotions-do-for-you-clean.pdf,linehan-book:emotion-regulation-p005,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p006,6 Emotional Regulation.pdf,6,What Makes It Hard to Regulate Your Emotions,handout,matched,high,235,211,Emotion Regulation,Handout 4,What Makes It Hard to Regulate Your Emotions,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-4-what-makes-it-hard-to-regulate-your-emotions-clean.pdf,linehan-book:emotion-regulation-p006,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p007,6 Emotional Regulation.pdf,7,Myths About Emotions,worksheet,matched,high,236,212,Emotion Regulation,Handout 4a,Myths about Emotions,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-4a-myths-about-emotions-clean.pdf,linehan-book:emotion-regulation-p007,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p008,6 Emotional Regulation.pdf,8,Emotion Diary Example,reference,matched,high,302,278,Emotion Regulation,Worksheet 2c,Example: Emotion Diary,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-2c-example-emotion-diary-clean.pdf,linehan-book:emotion-regulation-p008,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p009,6 Emotional Regulation.pdf,9,Emotion Diary,worksheet,matched,high,301,277,Emotion Regulation,Worksheet 2b,Emotion Diary,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-2b-emotion-diary-clean.pdf,linehan-book:emotion-regulation-p009,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p011,6 Emotional Regulation.pdf,11,Learning About Emotions,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p012,6 Emotional Regulation.pdf,12,Model for Describing Emotions,reference,matched,high,237,213,Emotion Regulation,Handout 5,Model for Describing Emotions,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-5-model-for-describing-emotions-clean.pdf,linehan-book:emotion-regulation-p012,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p014,6 Emotional Regulation.pdf,14,Ways to Describe Emotions: Anger,handout,matched,high,238,214,Emotion Regulation,Handout 6,Ways to Describe Emotions: Anger,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-anger-clean.pdf,linehan-book:emotion-regulation-p014,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p015,6 Emotional Regulation.pdf,15,Ways to Describe Emotions: Disgust,handout,matched,high,239,215,Emotion Regulation,Handout 6,Ways to Describe Emotions: Disgust,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-disgust-clean.pdf,linehan-book:emotion-regulation-p015,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p016,6 Emotional Regulation.pdf,16,Ways to Describe Emotions: Envy,handout,matched,high,240,216,Emotion Regulation,Handout 6,Ways to Describe Emotions: Envy,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-envy-clean.pdf,linehan-book:emotion-regulation-p016,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p017,6 Emotional Regulation.pdf,17,Ways to Describe Emotions: Fear,handout,matched,high,241,217,Emotion Regulation,Handout 6,Ways to Describe Emotions: Fear,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-fear-clean.pdf,linehan-book:emotion-regulation-p017,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p018,6 Emotional Regulation.pdf,18,Ways to Describe Emotions: Happiness,handout,matched,high,242,218,Emotion Regulation,Handout 6,Ways to Describe Emotions: Happiness,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-happiness-clean.pdf,linehan-book:emotion-regulation-p018,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p019,6 Emotional Regulation.pdf,19,Ways to Describe Emotions: Jealousy,handout,matched,high,243,219,Emotion Regulation,Handout 6,Ways to Describe Emotions: Jealousy,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-jealousy-clean.pdf,linehan-book:emotion-regulation-p019,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p020,6 Emotional Regulation.pdf,20,Ways to Describe Emotions: Love,handout,matched,high,244,220,Emotion Regulation,Handout 6,Ways to Describe Emotions: Love,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-love-clean.pdf,linehan-book:emotion-regulation-p020,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p021,6 Emotional Regulation.pdf,21,Ways to Describe Emotions: Sadness,handout,matched,high,245,221,Emotion Regulation,Handout 6,Ways to Describe Emotions: Sadness,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-sadness-clean.pdf,linehan-book:emotion-regulation-p021,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p022,6 Emotional Regulation.pdf,22,Ways to Describe Emotions: Shame,handout,matched,high,246,222,Emotion Regulation,Handout 6,Ways to Describe Emotions: Shame,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-shame-clean.pdf,linehan-book:emotion-regulation-p022,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p023,6 Emotional Regulation.pdf,23,Ways to Describe Emotions: Guilt,handout,matched,high,247,223,Emotion Regulation,Handout 6,Ways to Describe Emotions: Guilt,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-6-ways-to-describe-emotions-guilt-clean.pdf,linehan-book:emotion-regulation-p023,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p024,6 Emotional Regulation.pdf,24,Understanding and Naming Your Emotions,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p025,6 Emotional Regulation.pdf,25,Observing and Describing Emotions,worksheet,matched,high,306,282,Emotion Regulation,Worksheet 4a,Observing and Describing Emotions,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-4a-observing-and-describing-emotions-clean.pdf,linehan-book:emotion-regulation-p025,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p026,6 Emotional Regulation.pdf,26,The Tangled Ball of Emotions,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p027,6 Emotional Regulation.pdf,27,Where Do I Feel Emotions?,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p029,6 Emotional Regulation.pdf,29,Fact or Opinion?,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p030,6 Emotional Regulation.pdf,30,"Fact, Opinion, Belief, and Prejudice",reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p031,6 Emotional Regulation.pdf,31,Changing Emotional Responses,handout,matched,high,251,227,Emotion Regulation,Handout 7,Overview: Changing Emotional Responses,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-7-overview-changing-emotional-responses-clean.pdf,linehan-book:emotion-regulation-p031,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p032,6 Emotional Regulation.pdf,32,Check the Facts,handout,matched,high,252,228,Emotion Regulation,Handout 8,Check the Facts,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-8-check-the-facts-clean.pdf,linehan-book:emotion-regulation-p032,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p033,6 Emotional Regulation.pdf,33,Examples of Emotions That Fit the Facts,reference,matched,high,253,229,Emotion Regulation,Handout 8a,Examples of Emotions That Fit the Facts,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-8a-examples-of-emotions-that-fit-the-facts-clean.pdf,linehan-book:emotion-regulation-p033,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p034,6 Emotional Regulation.pdf,34,Check the Facts Practice,exercise,candidate,candidate,309,285,Emotion Regulation,Worksheet 5,Check the Facts,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p036,6 Emotional Regulation.pdf,36,Choosing Problem Solving or Opposite Action,worksheet,candidate,candidate,311,287,Emotion Regulation,Worksheet 6,Figuring Out How to Change Unwanted Emotions,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p037,6 Emotional Regulation.pdf,37,Opposite Action and Problem Solving,handout,matched,high,254,230,Emotion Regulation,Handout 9,Opposite Action and Problem Solving: Deciding Which to Use,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-9-opposite-action-and-problem-solving-deciding-which-to-use-clean.pdf,linehan-book:emotion-regulation-p037,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p038,6 Emotional Regulation.pdf,38,Opposite Action,handout,matched,high,255,231,Emotion Regulation,Handout 10,Opposite Action,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-10-opposite-action-clean.pdf,linehan-book:emotion-regulation-p038,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
